ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,default payment next month
14968,10000,1,3,2,22,0,0,0,0,0,0,18289,0
29196,10000,1,2,2,22,-1,5,4,3,2,5,10160,0
17813,10000,1,2,2,22,1,2,2,2,2,2,6829,1
25182,10000,2,2,2,22,0,0,-1,-1,0,0,7828,1
11463,10000,2,2,2,22,1,2,0,0,0,-2,7194,1
10649,10000,1,1,2,22,0,0,0,0,0,3,4060,0
2001,10000,1,2,2,22,0,0,0,0,0,0,8602,1
26623,10000,1,2,2,22,0,0,0,0,0,0,8780,0
2039,10000,2,2,2,22,-1,-1,-1,-1,0,-1,5208,0
6875,10000,1,1,2,22,0,0,-1,-1,-1,-1,2946,1
27738,10000,2,2,2,22,0,0,0,0,0,0,6488,0
2530,10000,1,2,2,22,0,0,0,-1,-1,-2,5748,0
1302,10000,2,3,2,22,0,0,2,0,0,0,10012,1
17815,10000,1,3,2,22,1,-1,0,0,0,0,0,1
10422,10000,2,2,2,22,0,0,2,0,0,0,9721,0
11222,10000,2,2,1,22,0,0,0,0,0,0,8730,0
20374,10000,1,2,2,22,1,2,2,2,0,0,7019,1
10917,10000,2,3,2,22,0,0,0,-1,-1,2,7572,0
5830,10000,2,1,2,22,0,0,0,0,0,0,9397,0
9435,10000,2,2,2,22,-1,-1,0,0,0,0,656,1
10156,10000,2,1,2,22,0,0,0,2,2,2,6579,1
43,10000,1,2,2,22,0,0,0,0,0,0,1877,0
722,10000,1,2,2,22,0,0,0,0,0,0,7960,1
2197,10000,1,3,2,22,0,0,0,0,0,0,9363,0
8505,10000,2,2,2,22,0,0,0,0,0,0,10063,0
3979,10000,1,2,2,22,0,0,0,0,0,0,9358,1
10389,10000,1,2,2,22,0,0,0,0,0,0,6579,1
7440,10000,2,2,2,22,1,-1,-1,-2,-2,-2,0,1
3256,10000,1,3,2,22,0,0,0,0,0,0,5757,0
5827,10000,2,2,2,22,0,0,0,0,0,0,2274,1
13784,10000,2,2,2,22,5,4,3,2,2,2,8541,1
519,10000,2,2,2,22,1,2,0,0,0,0,10250,0
25201,10000,2,2,2,22,2,0,0,0,0,0,7568,1
3801,10000,2,2,2,22,0,-1,0,0,0,0,14896,0
10168,10000,2,2,2,22,-1,-1,-1,-1,-1,-1,528,1
29203,10000,1,3,3,22,0,0,0,0,0,0,9473,1
16506,10000,1,3,2,22,1,4,3,2,2,2,8357,1
12706,10000,2,2,2,22,2,0,0,0,0,0,7582,1
12406,10000,1,3,2,22,0,0,0,0,0,0,9240,0
23905,20000,1,2,2,22,1,2,2,2,0,0,14542,1
13679,20000,1,2,1,22,0,0,0,0,0,0,19356,0
47,20000,2,1,2,22,0,0,2,-1,0,0,14028,1
15761,20000,2,2,2,22,2,0,0,2,3,2,6655,1
13613,20000,2,3,2,22,0,0,0,0,0,0,14218,1
2755,20000,1,1,2,22,0,0,0,0,0,0,3281,0
12120,20000,2,1,2,22,1,2,2,0,0,2,11087,0
1226,20000,1,3,2,22,0,0,0,-2,-2,-2,19624,1
20396,20000,1,2,2,22,2,2,2,2,0,0,20433,1
20360,20000,1,2,2,22,3,2,2,2,3,2,16132,1
20397,20000,1,2,2,22,0,0,0,0,0,-1,9493,0
21723,20000,2,1,2,22,0,0,0,0,0,0,16936,0
27737,20000,2,1,2,22,2,0,0,0,0,2,13718,1
17054,20000,2,2,2,22,0,0,0,0,0,-1,38391,1
23914,20000,1,1,2,22,0,0,2,0,0,0,17875,0
2017,20000,2,2,2,22,1,2,2,2,2,2,5613,1
13792,20000,1,2,2,22,1,2,2,2,0,0,14380,1
9061,20000,1,1,2,22,0,0,0,0,0,0,14720,0
18671,20000,2,2,2,22,0,0,0,0,0,0,15499,1
25356,20000,2,2,2,22,0,0,0,0,0,0,19583,1
3766,20000,2,2,2,22,0,0,0,0,0,0,18011,0
12816,20000,1,2,2,22,0,0,0,0,0,0,19844,1
23919,20000,1,2,2,22,1,4,3,2,0,0,17456,1
5333,20000,2,2,1,22,0,0,0,0,0,0,18475,0
3705,20000,2,1,3,22,0,0,0,0,0,-2,14993,1
18352,20000,2,2,2,22,2,4,3,2,0,0,8628,1
14579,20000,2,1,2,22,-1,-1,-2,-2,-2,-2,18356,1
27617,20000,2,1,2,22,0,0,0,0,0,0,16917,1
3434,20000,1,1,2,22,0,0,0,0,0,0,14677,0
7755,20000,1,2,2,22,0,0,-2,-2,-1,-1,13540,0
6792,20000,1,2,2,22,1,-2,-2,-1,0,0,-50,0
21524,20000,2,2,2,22,-1,3,2,2,0,0,18021,1
18335,20000,2,1,2,22,0,0,0,0,0,0,23050,1
9507,20000,2,2,2,22,0,0,0,0,0,0,7130,1
20365,20000,1,2,2,22,1,2,2,2,2,0,9422,1
5956,20000,1,2,2,22,0,0,0,0,0,0,13447,0
6138,20000,2,2,2,22,-1,-1,2,0,0,-1,631,1
21554,20000,2,1,2,22,0,0,0,0,0,0,19458,0
29365,20000,1,1,2,22,-2,-2,-2,-2,-2,-2,-7,0
21453,20000,2,3,1,22,2,0,0,0,0,0,16358,0
2580,20000,2,3,2,22,1,2,0,0,2,2,18590,1
27620,20000,2,2,2,22,0,0,0,0,0,0,15247,1
11130,20000,1,2,2,22,0,-1,0,0,0,0,19666,0
24057,20000,1,2,2,22,4,3,2,0,0,2,16226,1
26617,20000,1,2,2,22,0,0,0,2,0,0,19555,0
8650,20000,2,1,2,22,0,0,0,0,2,0,3978,1
18358,20000,2,1,2,22,0,0,2,2,2,2,12476,0
27634,20000,2,2,2,22,0,0,0,0,0,0,15090,0
15598,20000,2,2,2,22,1,2,0,0,2,2,9498,1
12486,20000,2,2,2,22,0,0,0,0,0,2,16072,0
12993,20000,1,2,2,22,3,2,2,2,0,0,12553,1
12802,20000,2,2,2,22,0,0,0,0,0,0,5099,1
23946,20000,1,2,2,22,0,0,-1,0,0,0,20813,0
5744,20000,2,1,2,22,-1,-1,2,0,0,-1,8266,0
20376,20000,1,5,2,22,0,0,0,0,0,0,19614,1
11730,20000,2,2,2,22,0,0,0,0,0,0,18062,0
3017,20000,1,1,2,22,0,0,0,0,0,0,18093,0
14415,20000,2,1,2,22,1,2,2,0,0,-2,21672,1
11139,20000,1,2,2,22,-1,2,-1,0,0,0,2880,0
1045,20000,2,1,2,22,2,2,2,2,2,2,16233,1
10327,20000,1,2,2,22,-1,0,0,0,0,0,17676,1
15727,20000,2,2,1,22,2,0,0,0,0,2,14414,1
5162,20000,1,1,2,22,0,0,2,0,0,0,18523,1
17218,20000,2,2,2,22,0,0,0,0,0,0,15513,0
3389,20000,1,2,2,22,0,0,0,0,-1,-1,18462,0
3839,20000,2,1,2,22,0,0,0,0,0,0,28758,0
11802,20000,2,2,2,22,0,0,-2,-1,0,0,8392,0
21540,20000,2,1,2,22,-1,2,2,2,0,0,12831,1
9933,20000,1,2,2,22,1,3,2,2,0,0,6792,1
26622,20000,1,1,2,22,0,0,0,0,0,0,16620,0
12043,20000,2,2,2,22,0,0,0,0,0,0,20117,0
19185,20000,2,1,2,22,0,0,0,0,0,0,18390,1
3174,20000,1,2,2,22,-1,2,0,0,0,2,17990,0
25191,20000,2,2,2,22,0,0,2,2,2,2,4400,1
17002,20000,2,2,2,22,1,-1,-1,-2,-2,-2,3843,1
17061,20000,2,2,1,22,0,0,0,-1,-1,0,19667,1
6328,20000,2,2,2,22,2,2,2,2,0,0,5743,1
14147,20000,2,3,2,22,-1,-1,-1,-1,-1,-2,390,0
9731,20000,2,2,2,22,0,0,2,2,2,2,15169,0
13641,20000,2,3,2,22,2,2,0,0,0,-2,19393,1
1390,20000,2,2,2,22,0,0,2,0,0,2,11192,0
27659,20000,2,2,2,22,1,-2,-2,-2,-2,-2,0,1
25185,20000,2,2,2,22,0,0,0,0,0,0,17377,0
6449,20000,2,2,2,22,0,0,0,0,0,0,17503,0
21508,20000,2,2,2,22,3,4,3,2,0,0,22353,1
70,20000,1,5,2,22,2,0,0,0,0,0,18565,0
6372,20000,2,2,2,22,-1,-1,-1,-1,-2,-2,2480,1
15759,20000,2,1,3,22,2,0,0,0,0,0,14033,1
7598,20000,2,1,2,22,-1,-1,-1,-1,0,-1,7702,1
4014,20000,2,2,2,22,4,3,2,2,2,2,19529,1
9380,20000,1,3,2,22,-2,-2,-1,-1,2,2,20732,1
26614,20000,1,2,2,22,1,2,0,0,0,0,19512,0
23908,20000,1,1,2,22,0,0,0,0,0,0,19231,1
20359,20000,1,2,2,22,1,2,2,0,0,0,17336,1
9550,20000,1,3,2,22,1,2,0,0,0,0,18977,0
20737,20000,1,1,2,22,1,2,0,0,0,0,10591,1
27619,20000,2,3,2,22,2,2,0,0,0,2,16381,1
3796,20000,2,2,2,22,0,0,0,0,0,0,20386,0
12898,20000,2,2,2,22,2,0,0,0,3,2,6643,1
18346,20000,2,1,2,22,0,-1,-1,0,-1,-1,18479,0
198,20000,2,1,2,22,0,0,0,0,-1,0,18553,0
25230,20000,2,3,2,22,0,0,0,0,0,0,16063,0
13551,20000,2,1,2,22,-2,-2,-2,-2,-2,-2,483,0
1358,20000,2,2,1,22,2,2,2,0,0,0,16726,1
3958,20000,2,2,2,22,0,0,0,0,0,0,17356,0
18347,20000,2,2,2,22,1,2,0,0,0,3,15712,1
1541,20000,1,2,2,22,1,2,0,0,0,0,8222,1
29211,20000,1,2,2,22,1,2,2,2,0,0,19698,1
3828,20000,1,3,2,22,0,0,0,0,0,0,11242,0
18340,20000,2,6,2,22,0,0,0,0,0,0,19568,1
18359,20000,2,2,2,22,1,2,2,0,0,0,15706,1
24168,20000,1,2,2,22,3,2,2,7,7,7,2400,1
23920,20000,1,2,2,22,2,3,2,2,2,0,15662,1
9803,20000,2,2,2,22,0,0,0,2,2,2,15034,0
1688,20000,1,1,2,22,0,0,0,0,0,0,23538,0
8760,20000,2,1,2,22,0,0,0,0,0,-1,9930,0
23935,20000,1,2,2,22,2,3,2,2,3,2,18292,1
27676,20000,2,2,2,22,2,0,0,0,0,0,20549,0
7856,20000,2,2,2,22,0,0,0,0,0,0,19248,0
20373,20000,1,2,2,22,1,2,2,0,0,0,15471,0
23904,20000,1,3,2,22,0,0,0,0,0,2,18306,0
18325,20000,2,2,2,22,0,0,0,0,0,0,15847,0
12859,20000,1,1,2,22,-1,0,0,0,0,0,7268,0
18351,20000,2,2,2,22,0,-1,2,-1,-1,-2,10294,1
10507,20000,2,2,2,22,0,0,2,2,2,2,15189,1
1837,20000,2,1,2,22,0,0,0,0,0,0,19760,0
4847,20000,2,2,2,22,0,0,0,0,0,0,17958,1
6557,20000,1,2,2,22,3,2,2,3,2,2,16014,1
18336,20000,2,2,2,22,2,2,0,0,0,3,6900,1
179,20000,2,2,2,22,0,0,0,0,0,0,16001,0
11319,20000,2,2,2,22,-1,2,2,-1,-1,-1,496,0
6519,20000,1,3,2,22,0,0,0,0,0,0,18535,1
17221,20000,2,2,1,22,0,0,0,0,0,0,16366,0
29227,20000,1,2,2,22,0,0,0,0,0,0,4341,0
23932,20000,1,2,2,22,0,0,2,2,2,2,18690,0
18592,20000,2,1,2,22,1,2,0,0,0,0,19849,1
9638,20000,2,2,2,22,0,0,2,0,0,0,5473,1
18443,20000,2,2,2,22,0,0,0,0,2,2,12932,1
26690,20000,1,3,2,22,1,4,3,2,0,0,21425,1
5773,20000,2,1,2,22,-2,-2,-2,-2,-2,-1,-9,0
23929,20000,1,2,2,22,0,0,0,0,0,0,16439,1
653,20000,2,1,2,22,0,0,0,0,0,0,20137,0
21548,20000,2,2,2,22,1,-1,2,-1,0,0,0,0
1660,20000,2,3,2,22,0,0,0,0,-1,-1,14562,0
2764,20000,2,2,1,22,0,0,0,0,0,0,15749,0
8014,20000,2,1,2,22,0,0,0,0,0,0,12404,0
7800,20000,2,2,2,22,0,0,0,0,-2,-1,19194,0
3032,20000,1,2,2,22,0,0,2,0,0,0,8134,0
22132,20000,2,5,2,22,1,2,0,0,0,0,11871,0
21583,20000,2,3,2,22,3,2,2,4,4,4,1650,1
14321,20000,2,2,2,22,0,0,2,0,0,0,14413,0
1253,20000,2,1,2,22,0,0,0,0,0,0,15829,0
6385,20000,2,2,2,22,0,0,0,0,0,0,17807,0
13239,20000,1,1,2,22,1,2,2,0,0,0,19438,1
25491,20000,2,1,2,22,1,2,0,0,0,0,18761,0
13016,20000,2,1,2,22,-1,-1,-1,-1,-1,-1,2654,0
8204,20000,2,1,2,22,0,0,2,0,0,0,10003,0
824,20000,2,1,2,22,0,0,0,0,0,0,20243,1
17812,20000,1,2,2,22,0,0,0,2,0,0,8785,0
17225,20000,2,2,2,22,0,0,0,2,0,0,9848,1
12239,20000,2,2,2,22,-1,0,0,-1,-1,-2,11999,1
2426,20000,1,2,2,22,0,0,2,2,2,0,18743,0
21684,20000,2,2,2,22,0,0,0,0,0,0,16653,1
21573,20000,2,2,2,22,1,2,2,2,0,0,14645,0
18339,20000,2,2,2,22,0,0,0,0,0,0,16990,0
11373,20000,2,4,2,22,0,0,0,0,0,0,17576,0
3993,20000,1,2,2,22,3,2,2,3,2,2,17710,1
7793,20000,2,2,1,22,2,2,2,2,2,2,20439,1
21913,30000,2,2,2,22,-1,0,-1,-1,-1,-1,2293,0
9942,30000,2,2,2,22,0,0,2,0,0,0,30397,0
21541,30000,2,2,2,22,0,0,0,0,0,0,19502,0
3631,30000,2,2,2,22,0,-1,-1,-1,-1,-2,3158,0
15753,30000,2,2,2,22,3,2,2,2,-1,-1,200,0
27605,30000,2,2,2,22,0,0,2,0,0,0,30028,1
5714,30000,2,2,2,22,3,2,0,0,2,2,30078,0
11465,30000,2,2,1,22,2,2,0,0,0,2,28574,1
4287,30000,2,3,2,22,0,0,0,0,0,0,28579,0
21574,30000,2,2,1,22,2,2,2,0,0,0,30525,1
21881,30000,2,2,2,22,2,-1,-1,-1,-1,-1,174,1
18313,30000,2,2,2,22,0,0,0,0,0,0,24426,0
4763,30000,2,2,1,22,2,0,0,0,0,0,26846,1
20438,30000,1,2,2,22,3,2,2,2,2,3,26061,1
10999,30000,2,2,1,22,-1,-1,-2,-1,0,0,4476,1
14351,30000,2,2,2,22,0,0,0,0,0,0,27849,0
4905,30000,2,2,2,22,0,0,0,0,2,0,25536,0
15164,30000,2,2,2,22,-1,0,0,0,0,0,2006,1
3475,30000,2,2,1,22,0,0,0,0,0,0,16534,1
4583,30000,2,2,2,22,-1,3,2,0,0,2,31176,0
14649,30000,2,2,3,22,0,-1,0,0,0,0,7928,0
15766,30000,2,3,2,22,3,2,2,2,2,3,9340,1
14789,30000,2,2,2,22,2,2,2,-1,-1,2,200,0
25204,30000,2,2,1,22,0,-1,-1,-1,-1,-1,3118,1
13490,30000,2,2,2,22,0,0,0,0,0,0,29668,1
17059,30000,2,2,2,22,0,0,0,0,0,0,25490,1
15159,30000,2,2,2,22,0,0,0,0,-1,0,14617,0
25274,30000,2,2,2,22,0,0,0,0,0,0,29449,1
18344,30000,2,2,2,22,0,0,0,0,0,-1,18424,0
13455,30000,2,2,1,22,1,2,2,0,0,0,28933,1
17026,30000,2,2,2,22,2,2,2,0,0,0,27201,1
11705,30000,2,3,1,22,1,2,0,0,4,4,21508,1
18833,30000,2,2,2,22,0,0,0,0,0,0,20439,0
7797,30000,1,2,2,22,1,-1,0,0,0,0,4873,0
2754,30000,2,2,2,22,0,0,0,2,0,0,27444,1
10912,30000,2,2,2,22,-1,0,-1,-1,-1,-1,13271,0
21537,30000,2,2,2,22,-1,2,2,2,2,2,11222,1
25169,30000,2,2,2,22,0,0,2,0,0,0,27219,0
17004,30000,2,1,2,22,0,0,0,0,0,0,29362,1
7001,30000,2,3,2,22,0,0,0,0,0,0,20741,0
8225,30000,2,2,1,22,1,2,2,2,2,0,28037,0
4935,30000,2,1,1,22,2,2,0,0,0,0,26505,1
18666,30000,2,2,2,22,0,0,0,0,0,0,28681,0
18672,30000,2,3,1,22,-2,-2,-2,-2,-2,-2,0,0
18415,30000,2,1,2,22,0,0,2,0,0,-1,28000,1
15153,30000,2,2,2,22,1,2,0,0,0,0,27332,0
27742,30000,2,3,2,22,0,0,0,0,0,0,30136,0
9116,30000,2,2,2,22,0,0,-1,-1,2,2,17358,0
11034,30000,2,1,2,22,1,2,2,0,0,0,25229,1
705,30000,2,2,3,22,1,2,4,3,2,2,22582,0
8472,30000,2,2,2,22,2,0,0,0,0,3,18796,1
18370,30000,2,1,2,22,0,0,2,2,2,2,18324,0
11611,30000,1,2,2,22,0,0,0,0,0,0,30455,0
3464,30000,2,3,2,22,-1,-1,0,-1,0,-1,-854,0
721,30000,2,2,2,22,0,0,2,0,0,0,23892,0
79,30000,2,2,2,22,0,0,0,0,0,0,28387,1
13674,30000,2,2,2,22,0,0,0,0,0,0,30123,1
17057,30000,2,2,1,22,0,0,0,0,0,0,14533,1
12468,30000,2,2,2,22,0,0,2,0,0,0,10094,1
21549,30000,2,2,2,22,2,2,2,2,2,2,24874,0
15891,30000,2,1,2,22,2,2,0,0,0,-1,29188,1
11995,30000,1,1,2,22,0,0,0,3,2,0,18796,0
17051,30000,2,2,2,22,2,2,0,0,0,2,31331,1
15690,30000,1,2,2,22,0,0,0,0,0,0,4921,1
17025,30000,2,3,2,22,0,0,-1,0,0,-1,8922,0
11890,30000,2,2,2,22,-2,-2,-2,-2,-2,-2,0,0
27769,30000,2,1,2,22,-2,-2,-2,-2,-2,-2,8066,0
27684,30000,2,2,2,22,2,0,0,0,0,0,27987,1
18385,30000,2,3,1,22,0,0,0,0,0,2,23185,0
8731,30000,2,1,1,22,0,0,0,0,0,2,22479,0
4765,30000,1,3,2,22,2,0,0,0,0,0,28328,0
18414,30000,2,5,2,22,0,0,0,0,0,0,13738,1
1874,30000,2,2,2,22,0,0,0,0,0,0,27358,1
18369,30000,2,2,2,22,0,0,0,2,2,2,26568,1
1901,30000,2,2,2,22,0,0,0,0,0,0,27388,0
25187,30000,2,1,2,22,0,0,0,0,0,0,22271,0
15447,30000,1,2,2,22,0,0,0,0,0,0,30465,0
22246,30000,2,3,2,22,2,0,0,2,2,2,15048,0
7314,30000,2,2,2,22,0,0,0,0,0,-2,27447,1
3244,30000,2,1,2,22,-1,-1,2,0,0,0,14885,1
3986,30000,2,2,2,22,0,0,0,0,0,0,30190,1
14023,30000,2,3,1,22,2,2,0,0,0,0,30678,0
18420,30000,2,2,2,22,2,2,2,2,2,0,29412,1
27618,30000,2,2,2,22,1,2,0,0,0,0,16549,0
8255,30000,1,1,2,22,0,-1,0,0,0,2,2949,1
15745,30000,2,3,2,22,1,2,0,0,0,0,41867,1
18425,30000,2,2,2,22,0,-1,-1,0,0,-1,3077,0
9113,30000,2,2,2,22,0,0,-2,-2,-2,-2,18830,1
7593,30000,2,2,2,22,0,0,0,0,0,0,30719,0
13281,30000,2,2,2,22,-2,-1,2,-1,-1,-1,0,0
2592,30000,2,2,2,22,1,2,2,0,0,-2,22167,0
21555,30000,2,2,2,22,0,0,0,0,0,0,19759,0
6572,30000,2,2,1,22,0,0,0,0,0,0,28622,1
17058,30000,2,3,2,22,2,2,0,0,0,0,29793,1
2585,30000,2,1,2,22,-1,-1,-1,0,0,-2,3963,0
25422,30000,2,1,2,22,-1,-1,-1,-1,-1,-2,846,0
9172,30000,2,2,2,22,1,2,0,0,0,0,29676,0
21634,30000,2,5,2,22,0,0,0,0,0,-2,24979,1
25159,30000,2,2,2,22,1,2,2,-1,2,2,22623,1
20652,30000,1,2,1,22,1,2,5,4,3,2,25147,1
13739,30000,2,2,2,22,2,2,2,2,2,2,26163,0
16490,30000,1,2,2,22,3,2,2,3,3,3,1050,1
135,30000,2,2,2,22,0,0,0,0,0,0,28452,0
200,30000,2,3,2,22,1,2,2,0,0,0,29010,1
21588,30000,2,2,2,22,0,0,2,0,0,0,27762,0
14029,30000,2,2,2,22,1,-1,0,0,0,0,-802,0
25186,30000,2,2,2,22,2,2,2,2,2,0,26243,1
9340,30000,2,2,1,22,1,2,2,0,0,-2,14274,1
9029,30000,2,2,2,22,0,0,-1,2,-1,-1,10348,0
21509,30000,2,2,2,22,2,0,0,0,0,0,30324,1
3896,30000,2,2,2,22,0,-1,2,-1,-1,-1,1924,1
4455,30000,2,1,2,22,0,0,0,2,3,2,8679,1
10442,40000,1,2,2,22,-1,-1,-1,0,0,0,900,1
13405,40000,2,1,2,22,0,0,0,0,0,0,34521,1
21563,50000,2,2,2,22,0,0,0,0,0,0,49619,0
29212,50000,1,2,2,22,0,0,0,0,-1,0,51159,0
23913,50000,1,2,2,22,0,0,0,0,0,2,49718,0
21558,50000,2,1,2,22,0,0,0,0,0,0,50813,1
11494,50000,2,2,1,22,0,0,0,0,0,2,39843,1
25285,50000,2,2,2,22,0,0,0,0,0,0,45417,0
12173,50000,1,2,2,22,0,0,0,0,0,0,49551,0
7542,50000,1,2,2,22,-1,2,2,2,0,0,19875,1
13292,50000,2,1,2,22,2,2,2,2,2,2,46035,1
10228,50000,2,2,2,22,1,2,0,0,0,2,5139,1
9491,50000,2,2,1,22,0,0,0,0,0,0,48255,1
21536,50000,2,1,2,22,2,2,-2,-2,-2,-2,4536,1
3185,50000,2,2,2,22,-2,-1,0,0,0,0,836,0
16492,50000,1,2,2,22,0,0,2,0,0,0,51083,1
1385,50000,2,3,1,22,0,0,0,0,-1,0,22854,0
4801,50000,1,3,1,22,0,0,0,0,0,0,46450,1
5648,50000,2,2,2,22,2,0,0,0,0,0,47076,1
7139,50000,1,2,2,22,0,0,0,0,0,0,55100,0
4839,50000,2,2,2,22,2,2,2,2,2,2,15006,1
14948,50000,2,2,2,22,0,0,2,0,0,0,30631,0
17005,50000,2,2,2,22,2,2,2,3,2,2,19091,1
16997,50000,2,2,2,22,0,0,-1,-1,-1,-1,8585,0
976,50000,2,2,2,22,0,0,0,0,0,0,49609,0
664,50000,1,1,2,22,0,0,0,0,0,-1,5137,0
17001,50000,2,2,2,22,0,0,0,0,0,0,24775,0
1368,50000,1,3,2,22,0,0,0,0,0,0,42678,1
26630,50000,1,2,2,22,0,0,0,-1,0,0,46831,0
25177,50000,2,2,2,22,2,2,2,2,0,0,50583,0
14016,50000,2,2,2,22,0,0,0,-1,0,0,29632,0
